project_id,project_type,region,bac_usd,milestone,planned_pct_complete,actual_pct_complete,pv,ev,ac,cpi,spi,cv,sv,eac,tcpi,contractor_quality,site_risk,regulatory_risk,supply_chain_exposure,design_complexity,had_shock,final_overrun,final_cpi,final_spi,cpi_roll_mean3,spi_roll_mean3,cpi_roll_std3,spi_roll_std3,cpi_trend3,spi_trend3,cv_pct_bac,sv_pct_bac
1,Hospital (Infra),Pacific Northwest,315268735.01244414,1,0.07142857142857142,0.07187631494230401,22519195.358031724,21288272.204681873,21982603.468313005,0.9684145117464371,0.9453389371254409,-694331.2636311315,-1230923.1533498503,325551436.07244074,1.0023674193524783,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9684145117464371,0.9453389371254409,0.0,0.0,0.0,0.0,-0.0022023473517084565,-0.003904361633897075
1,Hospital (Infra),Pacific Northwest,315268735.01244414,2,0.14285714285714285,0.14401435914805835,45038390.71606345,45966334.27958493,43401995.34307459,1.0590834342117295,1.020603390768812,2564338.9365103394,927943.563521482,297680734.89611053,0.9905676621581992,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,1.0137489729790832,0.9829711639471264,0.0641126099180856,0.05322000555352821,0.0,0.0,0.008133819347513546,0.00294334153840169
1,Hospital (Infra),Pacific Northwest,315268735.01244414,3,0.21428571428571427,0.21034163646371826,67557586.07409517,65686019.67745862,62074176.54112985,1.0581859210639,0.9722967248328874,3611843.1363287717,-1871566.396636553,297933216.4006425,0.9857349101096975,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,1.0285612890073554,0.9794130175757134,0.052090570102644666,0.03813352478279427,0.04488570465873143,0.01347889385372325,0.011456394926652675,-0.005936416107238415
1,Hospital (Infra),Pacific Northwest,315268735.01244414,4,0.2857142857142857,0.2760656835350633,90076781.4321269,85480785.11561131,84587856.09323396,1.0105562318708392,0.9489769034434398,892929.0223773569,-4595996.31651558,311975449.8260708,0.9961291589204925,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,1.042608529048823,0.9806256730150463,0.027761730822338453,0.03653240965237228,-0.024263601170445126,-0.03581324366268607,0.0028322790153679895,-0.01457802758758863
1,Hospital (Infra),Pacific Northwest,315268735.01244414,5,0.35714285714285715,0.3594463364182935,112595976.79015863,111833048.80588661,118100447.81036472,0.9469316237094905,0.993224198536917,-6267399.004478112,-762927.9842720181,332937170.0328445,1.0317870540613592,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,1.0052245922147431,0.9714992756044148,0.05581845085652847,0.022134423975480197,-0.05562714867720475,0.010463736852014793,-0.019879544999064774,-0.00241992909395822
1,Hospital (Infra),Pacific Northwest,315268735.01244414,6,0.42857142857142855,0.42638298822393356,135115172.14819035,125532565.18301482,144756750.95527345,0.8671966202239614,0.9290782314611893,-19224185.772258624,-9582606.965175524,363549312.41662717,1.1127438981990438,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9415614919347637,0.957093111147182,0.07183051788303033,0.03283414219433498,-0.07167980582343891,-0.009949335991125241,-0.06097713993587032,-0.03039504365949032
1,Hospital (Infra),Pacific Northwest,315268735.01244414,7,0.5,0.5204933759137848,157634367.50622207,164805235.70227832,168182784.4670179,0.9799173929992702,1.0454905126940242,-3377548.764739573,7170868.196056247,321729910.36263704,1.0229630957424207,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9313485456442407,0.9892643142307102,0.05795357965869263,0.05830707777145983,0.01649288464488985,0.02613315707855357,-0.010713237278686248,0.02274525634701202
1,Hospital (Infra),Pacific Northwest,315268735.01244414,8,0.5714285714285714,0.6021275388901214,180153562.8642538,193813942.73879373,182746408.8509628,1.060562251030919,1.0758263098289822,11067533.887830943,13660379.874539942,297265657.6320601,0.916485514491008,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9692254214180501,1.0167983513280652,0.09712520520731663,0.07746728160357524,0.09668281540347878,0.07337403918389646,0.035105079123669176,0.04332931990227558
1,Hospital (Infra),Pacific Northwest,315268735.01244414,9,0.6428571428571429,0.6824183616021586,202672758.22228554,212929868.6096141,218706891.0031189,0.9735855492846707,1.050609220880484,-5777022.393504798,10257110.387328565,323822323.82566047,1.0598271755554596,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,1.00468839777162,1.0573086811344967,0.04849163504912785,0.016239680499462412,-0.003165921857299747,0.0025593540932299375,-0.01832412082751171,0.03253449913745396
1,Hospital (Infra),Pacific Northwest,315268735.01244414,10,0.7142857142857143,0.7614956407331837,225191953.58031726,233029058.91255,259124123.22560793,0.8992951177674102,1.0348018888225399,-26095064.31305793,7837105.3322327435,350573164.2301475,1.464783057226094,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9778143060276667,1.0537458065106686,0.08071668882858839,0.020691288185853328,-0.08063356663175436,-0.020512210503221162,-0.08277085995231312,0.024858492016099853
1,Hospital (Infra),Pacific Northwest,315268735.01244414,11,0.7857142857142857,0.8261628860617009,247711148.93834895,254651211.24638817,276505399.39177734,0.920962888271038,1.0280167539401566,-21854188.14538917,6940062.308039218,342325124.0930145,1.563785025087922,0.891825527041303,0.152657297119358,0.31732470527565904,0.36859865644055695,0.4848207249732007,0,1,0.8847919460518007,0.9902530612407944,0.9312811851077063,1.03780928788106,0.038204940661678996,0.011592593645742541,-0.026311330506816333,-0.01129623347016373,-0.06931923695042755,0.02201316381012308
2,Airport Terminal,Midwest,339027411.5402386,1,0.07142857142857142,0.07065323928772377,24216243.681445614,25023166.504521165,23745632.176281016,1.0538008135035566,1.033321551999983,1277534.3282401487,806922.8230755515,321718684.59000236,0.9959479601681472,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,1.0538008135035566,1.033321551999983,0.0,0.0,0.0,0.0,0.003768233142081847,0.002380110857141648
2,Airport Terminal,Midwest,339027411.5402386,2,0.14285714285714285,0.14017668204142955,48432487.36289123,48828485.529854044,47008618.68299489,1.038713472079057,1.008176292165127,1819866.846859157,395998.1669628173,326391657.2311821,0.9937679803787531,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,1.0462571427913068,1.020748922082555,0.010668361431340397,0.017780383743924436,0.0,0.0,0.005367904732514999,0.0011680417378752777
2,Airport Terminal,Midwest,339027411.5402386,3,0.21428571428571427,0.19677667954430078,72648731.04433684,66751272.48142023,75906598.25693503,0.8793869573166079,0.9188222770289346,-9155325.775514804,-5897458.562916614,385526995.5046396,1.0347951409136806,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,1,1,1.0732021045789621,0.7552925809619626,0.9906337476330739,0.9867733737313481,0.09663743185019796,0.06017544914943452,-0.08720692809347436,-0.057249637485524196,-0.0270046770965249,-0.017395226350942584
2,Airport Terminal,Midwest,339027411.5402386,4,0.2857142857142857,0.26786816230259913,96864974.72578245,89892876.59913176,95203510.27115522,0.9442180896807492,0.928022506108238,-5310633.67202346,-6972098.126650691,359056255.3772589,1.021780611516681,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,0.9541061730254713,0.9516736917674331,0.08012218931582778,0.04914843784449327,-0.047247691199153896,-0.04007689302844447,-0.015664319436285906,-0.020564998254789153
2,Airport Terminal,Midwest,339027411.5402386,5,0.35714285714285715,0.33102508963251326,121081218.40722808,112005362.69014575,122270644.02648748,0.9160445958384094,0.9250432409214958,-10265281.336341739,-9075855.717082337,370099243.0722698,1.0473585275056776,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,0.9132165476119222,0.9239626746862228,0.03250795784854364,0.004694333959097311,0.01832881926090074,0.0031104819462806077,-0.03027861755987648,-0.026770271099465767
2,Airport Terminal,Midwest,339027411.5402386,6,0.42857142857142855,0.39454970619353164,145297462.08867368,137116502.85082102,141037532.09137684,0.9721986822768891,0.9436950988664902,-3921029.240555823,-8180959.237852663,348722352.45807624,1.019804190251899,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,0.9441537892653491,0.9322536152987414,0.02807709844059065,0.010019963320119592,0.01399029629806997,0.007836296379126084,-0.01156552274856525,-0.02413067191436135
2,Airport Terminal,Midwest,339027411.5402386,7,0.5,0.45053234957136096,169513705.7701193,150673871.96602353,156524214.48048148,0.9626234028142178,0.8888595248478325,-5850342.514457941,-18839833.804095775,352191117.0548068,1.0320561097488192,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,0.950288893643172,0.9191992882119395,0.03004039685661643,0.02788097706219386,0.023289403487904203,-0.018091858036831665,-0.01725625219470955,-0.055570237576083745
2,Airport Terminal,Midwest,339027411.5402386,8,0.5714285714285714,0.48881985065343697,193729949.4515649,166103171.19265628,161106273.12981036,1.0310161607352166,0.857395419050498,4996898.062845916,-27626778.25890863,328828416.5191732,0.9719150961628905,0.6178158439412069,0.37241245740742596,0.14507048492932137,0.1338579745690765,0.32606382995227906,0,1,1.0732021045789621,0.7552925809619626,0.9886127486087745,0.8966500142549402,0.037033208261919914,0.04367410534844876,0.02940873922916376,-0.04314983990799609,0.014738920490660213,-0.08148833197114402
